Date,LP_95,LP_92,LAD,LSD,LK,LIK,FUR_800,FUR_1500_High,FUR_1500_Low
2013-03-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-03-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-03-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-03-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-03-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-03-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-03-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-03-31,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-04-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-05-31,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-06-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-07-31,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-08-31,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-09-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-10-31,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-11-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2013-12-31,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-01-31,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-02-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-02-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-02-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-02-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-02-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-02-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-02-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-02-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-02-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
2014-02-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0
