Date,LP_95,LP_92,LAD,LSD,LK,LIK,FUR_800,FUR_1500_High,FUR_1500_Low,Crude_Oil_USD,Exchange Rate,GDP_USD_Billions,GDP_Growth_Pct,Inflation_Rate
2013-10-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,131.3159,77.0,4.05,6.91
2013-10-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,131.2483,77.0,4.05,6.91
2013-10-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,131.1187,77.0,4.05,6.91
2013-10-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,131.1787,77.0,4.05,6.91
2013-10-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,131.1366,77.0,4.05,6.91
2013-10-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,131.173,77.0,4.05,6.91
2013-10-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,131.173,77.0,4.05,6.91
2013-10-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,131.173,77.0,4.05,6.91
2013-10-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,131.036,77.0,4.05,6.91
2013-10-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.8956,77.0,4.05,6.91
2013-10-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.8956,77.0,4.05,6.91
2013-10-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.9614,77.0,4.05,6.91
2013-10-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.9614,77.0,4.05,6.91
2013-10-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.9614,77.0,4.05,6.91
2013-10-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.9614,77.0,4.05,6.91
2013-10-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,131.0545,77.0,4.05,6.91
2013-10-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.9642,77.0,4.05,6.91
2013-10-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.9472,77.0,4.05,6.91
2013-10-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.7628,77.0,4.05,6.91
2013-10-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.5886,77.0,4.05,6.91
2013-10-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.5886,77.0,4.05,6.91
2013-10-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.5886,77.0,4.05,6.91
2013-10-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.4857,77.0,4.05,6.91
2013-10-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,130.8812,77.0,4.05,6.91
2013-10-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,131.0783,77.0,4.05,6.91
2013-10-31,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,96.29,131.0065,77.0,4.05,6.91
2013-11-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,130.8638,77.0,4.05,6.91
2013-11-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,130.8638,77.0,4.05,6.91
2013-11-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,130.8638,77.0,4.05,6.91
2013-11-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,130.8982,77.0,4.05,6.91
2013-11-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.0876,77.0,4.05,6.91
2013-11-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.0689,77.0,4.05,6.91
2013-11-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.0836,77.0,4.05,6.91
2013-11-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.0833,77.0,4.05,6.91
2013-11-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.0645,77.0,4.05,6.91
2013-11-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.07,77.0,4.05,6.91
2013-11-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1,77.0,4.05,6.91
2013-11-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1107,77.0,4.05,6.91
2013-11-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.15,77.0,4.05,6.91
2013-11-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.1528,77.0,4.05,6.91
2013-11-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.2,77.0,4.05,6.91
2013-11-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,92.55,131.2,77.0,4.05,6.91
2013-12-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,131.2,77.0,4.05,6.91
2013-12-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,131.1951,77.0,4.05,6.91
2013-12-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,131.1522,77.0,4.05,6.91
2013-12-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.8791,77.0,4.05,6.91
2013-12-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.8437,77.0,4.05,6.91
2013-12-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.8336,77.0,4.05,6.91
2013-12-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.8336,77.0,4.05,6.91
2013-12-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.8336,77.0,4.05,6.91
2013-12-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.8036,77.0,4.05,6.91
2013-12-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7863,77.0,4.05,6.91
2013-12-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.8164,77.0,4.05,6.91
2013-12-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.838,77.0,4.05,6.91
2013-12-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.85,77.0,4.05,6.91
2013-12-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.85,77.0,4.05,6.91
2013-12-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.85,77.0,4.05,6.91
2013-12-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.85,77.0,4.05,6.91
2013-12-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.8548,77.0,4.05,6.91
2013-12-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7972,77.0,4.05,6.91
2013-12-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7705,77.0,4.05,6.91
2013-12-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7619,77.0,4.05,6.91
2013-12-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7619,77.0,4.05,6.91
2013-12-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7619,77.0,4.05,6.91
2013-12-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7413,77.0,4.05,6.91
2013-12-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7185,77.0,4.05,6.91
2013-12-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7185,77.0,4.05,6.91
2013-12-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7089,77.0,4.05,6.91
2013-12-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7007,77.0,4.05,6.91
2013-12-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7007,77.0,4.05,6.91
2013-12-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.7007,77.0,4.05,6.91
2013-12-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.75,77.0,4.05,6.91
2013-12-31,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,98.17,130.753,77.0,4.05,6.91
2014-01-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.75,82.53,6.38,3.18
2014-01-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7051,82.53,6.38,3.18
2014-01-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7035,82.53,6.38,3.18
2014-01-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7035,82.53,6.38,3.18
2014-01-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7035,82.53,6.38,3.18
2014-01-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.6811,82.53,6.38,3.18
2014-01-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.695,82.53,6.38,3.18
2014-01-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.741,82.53,6.38,3.18
2014-01-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.8059,82.53,6.38,3.18
2014-01-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7314,82.53,6.38,3.18
2014-01-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7314,82.53,6.38,3.18
2014-01-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7314,82.53,6.38,3.18
2014-01-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7029,82.53,6.38,3.18
2014-01-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7029,82.53,6.38,3.18
2014-01-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7029,82.53,6.38,3.18
2014-01-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7117,82.53,6.38,3.18
2014-01-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.6629,82.53,6.38,3.18
2014-01-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.6629,82.53,6.38,3.18
2014-01-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.6629,82.53,6.38,3.18
2014-01-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7202,82.53,6.38,3.18
2014-01-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7368,82.53,6.38,3.18
2014-01-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7477,82.53,6.38,3.18
2014-01-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7787,82.53,6.38,3.18
2014-01-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.8216,82.53,6.38,3.18
2014-01-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.8216,82.53,6.38,3.18
2014-01-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.8216,82.53,6.38,3.18
2014-01-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.6575,82.53,6.38,3.18
2014-01-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7494,82.53,6.38,3.18
2014-01-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7849,82.53,6.38,3.18
2014-01-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.7339,82.53,6.38,3.18
2014-01-31,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,97.55,130.6957,82.53,6.38,3.18
2014-02-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.6957,82.53,6.38,3.18
2014-02-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.6957,82.53,6.38,3.18
2014-02-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.7555,82.53,6.38,3.18
2014-02-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.7555,82.53,6.38,3.18
2014-02-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.7284,82.53,6.38,3.18
2014-02-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.6522,82.53,6.38,3.18
2014-02-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.6471,82.53,6.38,3.18
2014-02-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.6471,82.53,6.38,3.18
2014-02-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.6471,82.53,6.38,3.18
2014-02-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.6831,82.53,6.38,3.18
2014-02-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.7142,82.53,6.38,3.18
2014-02-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.8003,82.53,6.38,3.18
2014-02-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.8357,82.53,6.38,3.18
2014-02-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.8357,82.53,6.38,3.18
2014-02-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.8357,82.53,6.38,3.18
2014-02-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.8357,82.53,6.38,3.18
2014-02-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.8373,82.53,6.38,3.18
2014-02-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.8167,82.53,6.38,3.18
2014-02-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.7998,82.53,6.38,3.18
2014-02-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.85,82.53,6.38,3.18
2014-02-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.8485,82.53,6.38,3.18
2014-02-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.8485,82.53,6.38,3.18
2014-02-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.8485,82.53,6.38,3.18
2014-02-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,130.9393,82.53,6.38,3.18
2014-02-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,131.0184,82.53,6.38,3.18
2014-02-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,131.0197,82.53,6.38,3.18
2014-02-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,131.0197,82.53,6.38,3.18
2014-02-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,102.88,131.0008,82.53,6.38,3.18
2014-03-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,131.0008,82.53,6.38,3.18
2014-03-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,131.0008,82.53,6.38,3.18
2014-03-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.9191,82.53,6.38,3.18
2014-03-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6341,82.53,6.38,3.18
2014-03-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6055,82.53,6.38,3.18
2014-03-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6001,82.53,6.38,3.18
2014-03-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.5646,82.53,6.38,3.18
2014-03-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.5646,82.53,6.38,3.18
2014-03-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.5646,82.53,6.38,3.18
2014-03-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.5483,82.53,6.38,3.18
2014-03-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.5548,82.53,6.38,3.18
2014-03-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.5025,82.53,6.38,3.18
2014-03-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.567,82.53,6.38,3.18
2014-03-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6357,82.53,6.38,3.18
2014-03-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6357,82.53,6.38,3.18
2014-03-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6357,82.53,6.38,3.18
2014-03-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6067,82.53,6.38,3.18
2014-03-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.5836,82.53,6.38,3.18
2014-03-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.5675,82.53,6.38,3.18
2014-03-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.5903,82.53,6.38,3.18
2014-03-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6474,82.53,6.38,3.18
2014-03-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6474,82.53,6.38,3.18
2014-03-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6474,82.53,6.38,3.18
2014-03-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6484,82.53,6.38,3.18
2014-03-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6497,82.53,6.38,3.18
2014-03-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6932,82.53,6.38,3.18
2014-03-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6866,82.53,6.38,3.18
2014-03-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6917,82.53,6.38,3.18
2014-03-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6917,82.53,6.38,3.18
2014-03-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6917,82.53,6.38,3.18
2014-03-31,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,101.57,130.6949,82.53,6.38,3.18
2014-04-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.7,82.53,6.38,3.18
2014-04-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6895,82.53,6.38,3.18
2014-04-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.689,82.53,6.38,3.18
2014-04-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6804,82.53,6.38,3.18
2014-04-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6804,82.53,6.38,3.18
2014-04-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6804,82.53,6.38,3.18
2014-04-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.5624,82.53,6.38,3.18
2014-04-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.7,82.53,6.38,3.18
2014-04-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.589,82.53,6.38,3.18
2014-04-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.5891,82.53,6.38,3.18
2014-04-11,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.5726,82.53,6.38,3.18
2014-04-12,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.5726,82.53,6.38,3.18
2014-04-13,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.5726,82.53,6.38,3.18
2014-04-14,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.5726,82.53,6.38,3.18
2014-04-15,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.5726,82.53,6.38,3.18
2014-04-16,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.5973,82.53,6.38,3.18
2014-04-17,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6113,82.53,6.38,3.18
2014-04-18,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6113,82.53,6.38,3.18
2014-04-19,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6113,82.53,6.38,3.18
2014-04-20,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6113,82.53,6.38,3.18
2014-04-21,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6,82.53,6.38,3.18
2014-04-22,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6082,82.53,6.38,3.18
2014-04-23,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.5973,82.53,6.38,3.18
2014-04-24,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6191,82.53,6.38,3.18
2014-04-25,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6182,82.53,6.38,3.18
2014-04-26,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6182,82.53,6.38,3.18
2014-04-27,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.6182,82.53,6.38,3.18
2014-04-28,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.604,82.53,6.38,3.18
2014-04-29,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.5982,82.53,6.38,3.18
2014-04-30,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,100.07,130.5962,82.53,6.38,3.18
2014-05-01,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,103.4,130.5962,82.53,6.38,3.18
2014-05-02,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,103.4,130.625,82.53,6.38,3.18
2014-05-03,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,103.4,130.625,82.53,6.38,3.18
2014-05-04,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,103.4,130.625,82.53,6.38,3.18
2014-05-05,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,103.4,130.5957,82.53,6.38,3.18
2014-05-06,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,103.4,130.6,82.53,6.38,3.18
2014-05-07,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,103.4,130.6,82.53,6.38,3.18
2014-05-08,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,103.4,130.6,82.53,6.38,3.18
2014-05-09,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,103.4,130.5403,82.53,6.38,3.18
2014-05-10,170.0,162.0,121.0,145.0,106.0,115.0,92.2,90.0,90.0,103.4,130.5403,82.53,6.38,3.18
